1,NA
2,NA
3,NA
4,Gold
5,NA
5,NA
5,NA
5,NA
5,NA
5,NA
6,NA
6,NA
6,NA
6,NA
6,NA
6,NA
6,NA
6,NA
7,NA
7,NA
7,NA
7,NA
7,NA
7,NA
7,NA
7,NA
8,NA
8,NA
9,NA
10,NA
11,NA
12,NA
13,NA
13,NA
14,NA
15,NA
15,NA
15,Bronze
15,Bronze
15,NA
16,Bronze
17,Bronze
17,Gold
17,NA
17,Gold
17,NA
17,NA
17,NA
17,Gold
17,NA
17,Bronze
17,NA
17,NA
17,NA
17,NA
17,NA
17,NA
18,NA
19,NA
20,NA
20,Gold
20,Bronze
20,NA
20,Silver
20,Bronze
20,NA
20,NA
20,Silver
20,NA
20,NA
20,NA
20,NA
20,NA
20,Gold
20,NA
20,NA
20,Gold
20,NA
20,Gold
21,Gold
22,NA
23,NA
23,NA
24,NA
24,NA
24,NA
25,Silver
26,NA
27,NA
28,NA
28,NA
29,Bronze
30,Silver
30,NA
31,NA
32,NA
33,NA
33,NA
34,NA
35,NA
36,NA
36,NA
36,NA
36,NA
36,NA
37,Bronze
38,Silver
39,NA
39,NA
39,NA
40,Bronze
40,NA
40,NA
40,Gold
40,NA
40,NA
41,NA
42,Gold
43,NA
44,NA
44,NA
44,NA
44,NA
44,NA
45,NA
46,NA
46,NA
46,NA
46,NA
46,NA
47,NA
47,NA
47,NA
47,NA
48,NA
49,NA
49,NA
50,NA
50,NA
51,NA
51,NA
51,NA
51,NA
51,NA
51,NA
52,NA
53,NA
54,NA
55,NA
56,NA
56,Gold
57,NA
58,NA
58,NA
59,NA
59,NA
60,NA
61,NA
62,Bronze
63,Bronze
64,NA
65,Bronze
66,NA
67,Silver
67,NA
68,NA
68,NA
69,NA
70,NA
71,NA
71,NA
72,NA
72,Gold
73,Gold
73,Gold
73,Silver
74,NA
75,NA
76,Gold
77,NA
78,NA
79,NA
80,Gold
81,NA
82,NA
83,NA
84,Silver
85,NA
85,Gold
85,NA
86,NA
86,Bronze
87,NA
88,NA
89,NA
90,Silver
90,NA
91,NA
92,NA
93,NA
93,Gold
94,NA
95,NA
96,NA
97,NA
98,NA
98,NA
98,NA
99,Silver
100,NA
100,Bronze
101,NA
102,NA
102,NA
103,Bronze
104,NA
105,NA
105,NA
106,Gold
106,Gold
106,Gold
107,Gold
107,Gold
107,Silver
107,NA
108,NA
108,Gold
108,Gold
108,Silver
109,NA
109,NA
109,NA
110,NA
111,NA
112,NA
113,NA
114,NA
115,NA
116,NA
116,NA
117,NA
117,NA
118,NA
119,NA
120,NA
121,NA
122,NA
123,NA
123,NA
123,NA
124,NA
125,NA
126,NA
127,NA
127,NA
127,NA
128,NA
129,NA
130,NA
131,NA
132,NA
133,NA
134,NA
135,NA
136,NA
137,NA
137,NA
138,NA
139,Bronze
140,NA
140,NA
141,NA
141,NA
142,NA
143,Bronze
144,NA
145,NA
145,NA
145,Bronze
146,NA
147,NA
148,NA
149,NA
150,Gold
151,NA
152,NA
153,Silver
154,NA
155,NA
155,NA
155,NA
156,NA
157,NA
157,NA
158,NA
159,NA
159,NA
159,NA
160,NA
161,NA
162,NA
162,NA
163,NA
163,NA
163,NA
163,NA
163,NA
163,NA
163,NA
163,NA
164,NA
165,Silver
166,NA
166,NA
167,NA
168,NA
169,NA
170,NA
171,NA
172,NA
173,NA
174,NA
175,NA
176,NA
177,NA
178,NA
178,NA
179,NA
179,NA
180,NA
180,NA
181,NA
182,NA
183,NA
184,NA
185,NA
185,NA
185,NA
185,NA
185,NA
186,NA
187,NA
188,NA
189,NA
190,NA
191,NA
192,NA
193,NA
193,NA
193,NA
193,NA
193,NA
193,NA
194,NA
195,NA
195,NA
196,NA
197,NA
198,NA
199,NA
199,NA
200,NA
201,NA
202,NA
202,NA
203,NA
203,NA
204,NA
205,NA
206,NA
206,NA
207,NA
207,NA
207,NA
207,NA
207,NA
207,NA
207,NA
208,NA
209,NA
210,NA
211,NA
211,NA
211,NA
212,NA
213,NA
213,NA
213,NA
214,NA
215,NA
216,NA
217,NA
218,NA
219,NA
220,NA
221,NA
222,NA
223,NA
223,NA
223,NA
223,NA
223,NA
223,NA
223,NA
223,NA
224,NA
225,NA
225,NA
225,NA
226,NA
227,NA
228,NA
229,NA
230,NA
230,NA
230,NA
230,NA
230,NA
230,NA
230,NA
230,NA
231,NA
232,NA
232,NA
233,NA
234,NA
235,NA
236,NA
236,NA
237,NA
238,NA
238,NA
239,NA
240,NA
241,NA
242,NA
243,NA
244,NA
244,NA
244,NA
244,NA
244,NA
245,NA
246,NA
247,NA
248,NA
248,NA
249,NA
249,NA
250,NA
250,Bronze
251,NA
251,NA
252,NA
252,NA
253,NA
253,NA
254,NA
254,NA
255,NA
255,NA
255,NA
255,NA
255,NA
255,NA
255,NA
256,NA
256,NA
256,NA
256,NA
257,NA
257,NA
257,NA
258,NA
259,NA
259,NA
259,Bronze
260,NA
261,NA
262,NA
263,NA
264,NA
265,NA
266,NA
267,NA
267,NA
267,NA
267,NA
268,NA
269,NA
270,NA
271,NA
272,NA
273,NA
274,NA
275,NA
276,NA
276,NA
277,NA
277,NA
277,NA
278,NA
279,NA
279,NA
280,NA
281,NA
281,NA
282,NA
282,NA
283,NA
284,NA
285,NA
286,NA
286,NA
287,NA
288,NA
289,NA
290,NA
291,NA
292,NA
293,NA
294,NA
295,NA
296,NA
297,Gold
298,Silver
299,NA
299,NA
300,NA
300,NA
301,NA
302,NA
303,NA
304,NA
304,NA
305,NA
306,NA
307,NA
308,NA
308,NA
309,NA
310,NA
311,NA
312,NA
313,NA
313,NA
313,NA
313,NA
314,NA
315,NA
316,Gold
317,NA
317,NA
317,NA
317,NA
317,NA
318,NA
319,NA
320,NA
321,NA
322,NA
323,NA
324,NA
325,NA
326,NA
326,NA
326,NA
326,NA
326,NA
326,NA
327,NA
328,NA
329,NA
330,NA
331,NA
331,NA
331,NA
331,NA
332,NA
332,NA
333,NA
333,NA
334,NA
335,NA
336,NA
336,NA
337,NA
337,Gold
338,NA
338,NA
339,Silver
339,Gold
339,NA
340,NA
341,NA
342,NA
343,NA
343,NA
344,NA
345,NA
346,NA
346,NA
346,NA
347,NA
348,NA
348,NA
349,NA
350,NA
350,NA
351,Gold
352,NA
353,NA
353,NA
354,NA
355,NA
356,NA
357,NA
357,Silver
357,NA
358,NA
359,Gold
359,NA
360,NA
360,NA
361,NA
362,NA
363,NA
363,NA
363,NA
363,NA
364,NA
365,NA
366,NA
367,NA
367,NA
367,NA
367,Gold
367,NA
368,NA
368,NA
369,NA
370,NA
370,NA
371,NA
371,NA
372,NA
373,NA
373,NA
373,NA
374,NA
375,NA
376,NA
377,NA
378,NA
379,NA
379,Bronze
380,NA
380,NA
381,NA
382,NA
383,NA
383,NA
384,NA
385,Silver
385,NA
386,NA
386,NA
387,NA
388,NA
389,NA
389,NA
390,NA
391,Silver
392,Gold
393,NA
393,NA
394,NA
394,Silver
394,NA
394,NA
394,NA
394,NA
395,NA
395,NA
395,Bronze
395,NA
395,NA
396,NA
396,NA
396,NA
396,NA
396,NA
397,NA
397,NA
398,NA
398,NA
398,NA
398,NA
398,NA
398,NA
399,Silver
400,NA
401,Gold
402,NA
402,NA
403,NA
403,NA
403,NA
403,NA
403,NA
404,Gold
404,Gold
405,NA
406,NA
407,NA
407,NA
407,NA
408,NA
409,NA
410,NA
411,Gold
412,NA
413,NA
413,NA
413,NA
414,NA
415,NA
416,Bronze
416,Silver
417,NA
418,NA
419,NA
420,NA
421,NA
422,NA
422,NA
422,NA
422,NA
422,NA
423,Gold
424,Bronze
424,NA
425,NA
426,NA
427,NA
428,NA
428,NA
428,Silver
428,NA
429,NA
429,NA
430,NA
431,NA
432,NA
432,NA
432,NA
432,NA
433,NA
433,NA
433,NA
434,NA
435,NA
436,NA
437,NA
438,NA
438,NA
439,NA
440,NA
441,NA
442,NA
443,NA
443,Gold
444,NA
444,NA
445,NA
446,NA
447,NA
447,NA
448,NA
449,NA
450,NA
451,NA
452,NA
452,NA
452,NA
453,NA
453,NA
454,Gold
455,NA
455,Bronze
455,Silver
455,NA
455,NA
455,NA
455,Silver
455,NA
455,Silver
455,Bronze
456,NA
457,NA
458,NA
459,NA
460,NA
460,Silver
460,Bronze
460,NA
461,NA
461,NA
462,NA
463,NA
463,NA
463,NA
464,NA
465,NA
465,Bronze
466,NA
466,NA
466,NA
467,NA
467,NA
468,NA
469,NA
469,NA
469,NA
469,NA
469,NA
469,NA
470,NA
471,NA
471,NA
471,NA
472,NA
473,NA
474,NA
475,NA
476,NA
477,NA
478,NA
479,NA
480,NA
480,NA
481,NA
481,NA
482,NA
483,NA
483,NA
483,NA
483,NA
484,NA
484,NA
485,NA
486,NA
487,NA
488,NA
488,NA
489,NA
490,NA
491,NA
492,NA
493,NA
494,NA
495,Silver
495,NA
495,NA
495,NA
496,NA
497,NA
498,NA
499,NA
499,NA
500,NA
501,NA
502,NA
503,NA
504,NA
505,NA
506,NA
506,NA
506,NA
506,NA
506,NA
506,NA
506,NA
506,NA
507,Bronze
507,Gold
507,Silver
508,NA
509,NA
509,NA
509,NA
509,NA
509,Bronze
510,NA
511,NA
512,NA
512,NA
512,NA
512,NA
512,NA
512,NA
513,NA
514,NA
514,Silver
514,NA
515,NA
516,NA
517,NA
517,NA
518,NA
518,NA
519,NA
519,NA
519,NA
519,NA
519,Gold
519,NA
519,Silver
520,NA
520,NA
520,NA
521,Gold
522,NA
523,NA
523,NA
524,NA
525,NA
525,NA
526,NA
527,Bronze
528,NA
528,NA
528,NA
528,NA
528,NA
529,Silver
530,NA
531,NA
532,NA
532,NA
532,NA
532,NA
532,NA
532,NA
533,NA
534,NA
534,NA
534,NA
535,NA
535,NA
535,NA
535,NA
535,NA
535,NA
535,NA
535,NA
535,NA
536,NA
